Biosample ID,SRA ID,OrganismName,depth,description,ENA checklist,EVENT_Device,Event Date/Time,IHO,INSDC center name,INSDC first public,INSDC last update,INSDC status,Latitude End,Latitude Start,Longitude End,Longitude Start,Marine Region,Protocol Label,SAMPLE_Title,SAMPLING_Objective,SRA accession,salinity,Sample Name,Sampling Campaign,Sampling Platform,Sampling Site,temperature,Title,broad-scale environmental context,environment (feature),environment (material),environmental package,mrgid,Attributes/Attribute/33/_attribute_name,Attributes/Attribute/33/_harmonized_name,Attributes/Attribute/33/_display_name,project name,_publication_date,_last_update,_submission_date,_id,_accession
SAMEA3275471,ERS667480,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-24T18:06:27+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.682717,51.682917,2.414967,2.4152,North Sea,NPL022,OSD184_2014-06-24_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERS667480,35.033,ERS667480,OSD-Jun-2014,RV Simon Stevin,"OSD184,W10",15.8336,OSD184_2014-06-24_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:52.533,2015-03-04T08:10:42.570,3386774,SAMEA3275471
SAMEA3275470,ERS667479,marine metagenome,3,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERC000027,6 Niskins were deployed on a CTD-Rosette,2014-06-24T14:34:02+00,North Sea,OSD_Flanders Marine Institute,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.481583,51.481583,2.451483,2.451483,North Sea,NPL022,OSD185_2014-06-24_3m_NPL022,During Lifewatch monitoring campaign we sampled for OSD as well.\n,ERS667479,34.8998,ERS667479,OSD-Jun-2014,RV Simon Stevin,"OSD185,421",16.1087,OSD185_2014-06-24_3m_NPL022,Marine environment,"Belgian marine environment, sample taken at 3 meters depth",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:52.343,2015-03-04T08:10:42.453,3386773,SAMEA3275470
SAMEA3275469,ERS667478,marine metagenome,2.4,Participation in OSD,ERC000027,"5L-Kimmerer, YSI85",2014-06-21T12:04:00+00,North Atlantic Ocean,OSD_Smithsonian Environmental Research Center,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.885507,38.885507,-76.5416,-76.5416,North Atlantic Ocean,NPL022,OSD186_2014-06-21_2.4m_NPL022,Participation in OSD,ERS667478,7.2,ERS667478,OSD-Jun-2014,Dock,"OSD186,SERC Rhode River Maryland",26.8,OSD186_2014-06-21_2.4m_NPL022,Brackish water river,connection to Chesapeake Bay Estruary,seawater,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:56:52.093,2015-03-04T08:10:42.093,3386772,SAMEA3275469
SAMEA3340641,ERS702154,marine metagenome,2,,ERC000027,bucket,2014-06-13T10:00:00+00,unknown,OSD_Marine Scotland Science,2015-04-14T17:02:55Z,2016-10-21T09:45:55Z,public,60.14333,60.14333,-1.2825,-1.2825,unknown,NPL022,OSD164_2014-06-13_2m_NPL022,,ERS702154,35.1354,ERS702154,OSD-Jun-2014,boat,"OSD164,Scalloway",12.2,OSD164_2014-06-13_2m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,unknown,project name,project_name,project name,Micro B3,2015-04-14T00:00:00.000,2019-01-15T10:25:58.520,2015-04-15T08:11:12.800,3485782,SAMEA3340641
SAMEA3275603,ERS667621,marine metagenome,0,,ERC000027,10 L bottle,2014-06-21T13:56:00+00,Adriatic Sea,"OSD_Department of Biology, University of Padova",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,45.502,45.502,12.4176,12.4176,Adriatic Sea,NPL022,OSD47_2014-06-21_0m_NPL022,,ERS667621,27.42,ERS667621,OSD-Jun-2014,UNIPD Boat,"OSD47,Venice Lagoon",25.3,OSD47_2014-06-21_0m_NPL022,"ENVO:00000038, LAGOON","ENVO:00002042, SURFACE WATER","ENVO:00002019, BRACKISH WATER",water,3314,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T23:02:35.257,2015-03-04T08:10:54.027,3386882,SAMEA3275603
SAMEA3275582,ERS667600,marine metagenome,0.1,collect microbial DNA samples,ERC000027,4 L sterile bottles,2014-06-19T10:45:00+00,North Atlantic Ocean,"OSD_National Ocean Service, Center for Coastal Environmental Health and Biomolecular Research, Charleston, SC",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,,33.32306,,-79.16763,North Atlantic Ocean,NPL022,OSD60_2014-06-19_0.1m_NPL022,collect microbial DNA samples,ERS667600,35.13,ERS667600,OSD-Jun-2014,motor boat,"OSD60,South Carolina 2 - North Inlet",27.77,OSD60_2014-06-19_0.1m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T23:02:32.927,2015-03-04T08:10:53.040,3386870,SAMEA3275582
SAMEA3275636,ERS667657,marine metagenome,1,Collect surface water for OSD from a Laurentian Great Lake,ERC000027,20L carboy,2014-06-21T15:50:00+00,,OSD_NOAA Great Lakes Environmental Research Laboratory,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,41.839834,41.839834,-83.18995,-83.18995,,NPL022,OSD10_2014-06-21_1m_NPL022,Collect surface water for OSD from a Laurentian Great Lake,ERS667657,0.14,ERS667657,OSD-Jun-2014,RV Huron Explorer,"OSD10,Lake Erie W4",22.4,OSD10_2014-06-21_1m_NPL022,891,2042,2011,water,,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T23:02:40.820,2015-03-04T08:10:58.023,3386911,SAMEA3275636
SAMEA3275571,ERS667589,marine metagenome,1,Investigate Ocean Microbial Diversity,ERC000027,Acide Washed Bucket,2014-06-21T11:15:00+00,North Atlantic Ocean,"OSD_CIIMAR, Interdisciplinary Center of Environmental and Marine Research",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,41.6835,41.6835,-8.8341,-8.8341,North Atlantic Ocean,NPL022,OSD73_2014-06-21_1m_NPL022,Investigate Ocean Microbial Diversity,ERS667589,32.3,ERS667589,OSD-Jun-2014,,"OSD73,Lima Estuary, NE Atlantic",18.4,OSD73_2014-06-21_1m_NPL022,NE Atlantic,Surface Water,Coastal water,water,1912,,,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:26.483,2015-03-04T08:10:52.113,3386860,SAMEA3275571
SAMEA3275570,ERS667588,marine metagenome,1,Investigate Ocean Microbial Diversity,ERC000027,Acid washed bucket,2014-06-21T11:15:00+00,North Atlantic Ocean,"OSD_CIIMAR, Interdisciplinary Center of Environmental and Marine Research",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,41.1416,41.1416,-8.6668,-8.6668,North Atlantic Ocean,NPL022,OSD74_2014-06-21_1m_NPL022,Investigate Ocean Microbial Diversity,ERS667588,13.75,ERS667588,OSD-Jun-2014,,"OSD74,Douro Estuary, NE Atlantic",20.2,OSD74_2014-06-21_1m_NPL022,Estuarine Biome,Surface Water,Coastal water,water,1912,,,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:26.657,2015-03-04T08:10:52.010,3386859,SAMEA3275570
SAMEA3275554,ERS667572,marine metagenome,0,,ERC000027,Bucket,2014-06-21T16:25:00+00,Singapore Strait,OSD_Singapore Centre on Environmental Life Science Engineering at Nanyang Technological University,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,1.2726,1.2685,103.9206,103.9168,Singapore Strait,NPL022,OSD95_2014-06-21_0m_NPL022,,ERS667572,31.03,ERS667572,OSD-Jun-2014,,"OSD95,Singapore Indigo_V",31,OSD95_2014-06-21_0m_NPL022,Marine Biome,Surface Water,Sea Water,water,4336,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:24.377,2015-03-04T08:10:50.820,3386847,SAMEA3275554
SAMEA3275638,ERS667659,marine metagenome,0.1,"Longterm coral reef monitoring programm at the Tiahura reef, Moorea, FRENCH Polynesia\n",ERC000027,,2014-06-21T10:00:00+00,South Pacific Ocean,OSD_CRIOBE CNRS-EPHE-UPVD USR3278,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,-17.2894,-17.2894,-149.53985,-149.53985,South Pacific Ocean,NPL022,OSD7_2014-06-21_0.1m_NPL022,"Longterm coral reef monitoring programm at the Tiahura reef, Moorea, FRENCH Polynesia\n",ERS667659,37,ERS667659,OSD-Jun-2014,,"OSD7,Moorea - Tiahura",27,OSD7_2014-06-21_0.1m_NPL022,outer slope of the reef,,,water,1910,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T23:02:40.990,2015-03-04T08:10:58.220,3386913,SAMEA3275638
